-3.141593, 0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000 
-3.135303, -0.004317, 0.010550, -0.017515, 0.024247, -0.030756, 0.037172, -0.043544, 0.049889, -0.056217, 0.062533, -0.068839, 0.075137 
-3.129014, -0.008635, 0.021100, -0.035025, 0.048480, -0.061484, 0.074295, -0.087006, 0.099656, -0.112258, 0.124823, -0.137354, 0.149852 
-3.122724, -0.012954, 0.031648, -0.052526, 0.072686, -0.092156, 0.111317, -0.130307, 0.149178, -0.167949, 0.186630, -0.205222, 0.223725 
-3.116435, -0.017273, 0.042194, -0.070012, 0.096852, -0.122744, 0.148190, -0.173366, 0.198334, -0.223115, 0.247713, -0.272125, 0.296343 
-3.110145, -0.021594, 0.052736, -0.087478, 0.120965, -0.153221, 0.184863, -0.216102, 0.247004, -0.277584, 0.307836, -0.337747, 0.367296 
-3.103856, -0.025917, 0.063275, -0.104920, 0.145010, -0.183558, 0.221287, -0.258437, 0.295068, -0.331185, 0.366767, -0.401780, 0.436188 
-3.097566, -0.030242, 0.073808, -0.122333, 0.168974, -0.213727, 0.257414, -0.300291, 0.342409, -0.383752, 0.424275, -0.463922, 0.502630 
-3.091277, -0.034569, 0.084336, -0.139711, 0.192845, -0.243702, 0.293194, -0.341586, 0.388910, -0.435119, 0.480140, -0.523881, 0.566250 
-3.084987, -0.038900, 0.094858, -0.157051, 0.216608, -0.273455, 0.328580, -0.382246, 0.434456, -0.485127, 0.534143, -0.581375, 0.626690 
-3.078698, -0.043233, 0.105372, -0.174346, 0.240252, -0.302959, 0.363523, -0.422195, 0.478937, -0.533619, 0.586076, -0.636133, 0.683612 
-3.072408, -0.047570, 0.115878, -0.191593, 0.263761, -0.332187, 0.397978, -0.461360, 0.522244, -0.580443, 0.635737, -0.687897, 0.736694 
-3.066119, -0.051911, 0.126376, -0.208787, 0.287124, -0.361112, 0.431896, -0.499665, 0.564269, -0.625453, 0.682934, -0.736423, 0.785641 
-3.059829, -0.056257, 0.136863, -0.225922, 0.310328, -0.389708, 0.465233, -0.537042, 0.604910, -0.668509, 0.727484, -0.781483, 0.830175 
-3.053540, -0.060607, 0.147340, -0.242993, 0.333359, -0.417949, 0.497944, -0.573419, 0.644067, -0.709475, 0.769213, -0.822866, 0.870047 
-3.047251, -0.064962, 0.157806, -0.259997, 0.356204, -0.445808, 0.529984, -0.608730, 0.681643, -0.748223, 0.807961, -0.860375, 0.905033 
-3.040961, -0.069322, 0.168260, -0.276928, 0.378851, -0.473261, 0.561310, -0.642907, 0.717547, -0.784633, 0.843576, -0.893834, 0.934937 
-3.034672, -0.073688, 0.178700, -0.293781, 0.401288, -0.500283, 0.591881, -0.675889, 0.751691, -0.818590, 0.875920, -0.923086, 0.959590 
-3.028382, -0.078060, 0.189127, -0.310552, 0.423501, -0.526848, 0.621654, -0.707612, 0.783989, -0.849988, 0.904868, -0.947993, 0.978853 
-3.022093, -0.082438, 0.199539, -0.327235, 0.445478, -0.552932, 0.650589, -0.738019, 0.814363, -0.878728, 0.930307, -0.968436, 0.992619 
-3.015803, -0.086823, 0.209936, -0.343827, 0.467206, -0.578511, 0.678648, -0.767051, 0.842738, -0.904721, 0.952139, -0.984321, 1.000809 
-3.009514, -0.091215, 0.220316, -0.360322, 0.488674, -0.603562, 0.705792, -0.794656, 0.869045, -0.927885, 0.970279, -0.995571, 1.003378 
-3.003224, -0.095615, 0.230678, -0.376716, 0.509870, -0.628062, 0.731984, -0.820781, 0.893218, -0.948147, 0.984655, -1.002134, 1.000310 
-2.996935, -0.100022, 0.241023, -0.393003, 0.530781, -0.651988, 0.757190, -0.845377, 0.915198, -0.965444, 0.995213, -1.003978, 0.991623 
-2.990645, -0.104437, 0.251348, -0.409179, 0.551396, -0.675319, 0.781374, -0.868398, 0.934930, -0.979721, 1.001910, -1.001095, 0.977365 
-2.984356, -0.108861, 0.261654, -0.425240, 0.571702, -0.698032, 0.804504, -0.889802, 0.952366, -0.990934, 1.004721, -0.993497, 0.957616 
-2.978066, -0.113293, 0.271938, -0.441181, 0.591689, -0.720106, 0.826549, -0.909548, 0.967463, -0.999046, 1.003634, -0.981220, 0.932487 
-2.971777, -0.117734, 0.282201, -0.456997, 0.611345, -0.741522, 0.847478, -0.927600, 0.980184, -1.004033, 0.998653, -0.964322, 0.902118 
-2.965487, -0.122184, 0.292441, -0.472683, 0.630659, -0.762260, 0.867264, -0.943922, 0.990496, -1.005879, 0.989797, -0.942882, 0.866680 
-2.959198, -0.126644, 0.302658, -0.488236, 0.649620, -0.782299, 0.885878, -0.958484, 0.998374, -1.004577, 0.977101, -0.917001, 0.826372 
-2.952908, -0.131114, 0.312850, -0.503649, 0.668217, -0.801622, 0.903296, -0.971260, 1.003799, -1.000131, 0.960612, -0.886799, 0.781420 
-2.946619, -0.135595, 0.323016, -0.518920, 0.686439, -0.820211, 0.919494, -0.982224, 1.006757, -0.992554, 0.940396, -0.852420, 0.732076 
-2.940329, -0.140085, 0.333156, -0.534043, 0.704277, -0.838048, 0.934449, -0.991356, 1.007240, -0.981870, 0.916529, -0.814025, 0.678617 
-2.934040, -0.144587, 0.343269, -0.549013, 0.721719, -0.855117, 0.948141, -0.998639, 1.005246, -0.968113, 0.889104, -0.771794, 0.621344 
-2.927751, -0.149099, 0.353354, -0.563827, 0.738755, -0.871401, 0.960551, -1.004058, 1.000780, -0.951324, 0.858228, -0.725926, 0.560578 
-2.921461, -0.153623, 0.363409, -0.578479, 0.755376, -0.886886, 0.971662, -1.007603, 0.993853, -0.931556, 0.824020, -0.676637, 0.496661 
-2.915172, -0.158159, 0.373434, -0.592966, 0.771572, -0.901556, 0.981459, -1.009268, 0.984481, -0.908870, 0.786612, -0.624159, 0.429952 
-2.908882, -0.162707, 0.383427, -0.607283, 0.787334, -0.915399, 0.989927, -1.009047, 0.972687, -0.883338, 0.746149, -0.568739, 0.360825 
-2.902593, -0.167266, 0.393388, -0.621426, 0.802651, -0.928400, 0.997055, -1.006942, 0.958499, -0.855038, 0.702788, -0.510638, 0.289669 
-2.896303, -0.171839, 0.403316, -0.635389, 0.817517, -0.940547, 1.002833, -1.002956, 0.941953, -0.824058, 0.656697, -0.450129, 0.216884 
-2.890014, -0.176424, 0.413210, -0.649170, 0.831921, -0.951829, 1.007253, -0.997096, 0.923087, -0.790497, 0.608055, -0.387498, 0.142880 
